date,state_mx,source,landing_page,dropoff_page,device,browser,sessions,bounce_rate,avg_duration_sec
2026-05-22,Tamaulipas,Direct,/home,/servicios,Mobile,Chrome,19,0.536,173
2026-05-22,Querétaro,CPC,/home,/exit,Desktop,Chrome,86,0.519,165
2026-05-22,Jalisco,Organic,/nosotros,/contacto,Mobile,Chrome,173,0.618,141
2026-05-22,Ciudad de México,Organic,/nosotros,/exit,Desktop,Chrome,238,0.441,171
2026-05-22,Quintana Roo,Direct,/blog,/nosotros,Mobile,Safari,47,0.567,268
2026-05-22,Ciudad de México,Social,/contacto,/nosotros,Desktop,Safari,426,0.501,143
2026-05-22,Chihuahua,CPC,/servicios,/contacto,Mobile,Chrome,27,0.689,122
2026-05-22,Ciudad de México,CPC,/home,/home,Tablet,Chrome,235,0.637,150
2026-05-22,Veracruz,Organic,/servicios,/exit,Mobile,Safari,26,0.598,192
2026-05-22,Ciudad de México,Organic,/nosotros,/exit,Desktop,Safari,368,0.454,175
2026-05-23,Querétaro,CPC,/contacto,/home,Mobile,Chrome,36,0.597,110
2026-05-23,Nuevo León,CPC,/nosotros,/exit,Desktop,Chrome,76,0.529,143
2026-05-23,Puebla,CPC,/servicios,/blog,Mobile,Edge,25,0.612,122
2026-05-23,Coahuila,Organic,/contacto,/exit,Mobile,Chrome,14,0.494,99
2026-05-23,Ciudad de México,Organic,/servicios,/blog,Mobile,Chrome,199,0.597,170
2026-05-23,Ciudad de México,Social,/servicios,/exit,Mobile,Chrome,202,0.648,127
2026-05-23,Quintana Roo,CPC,/blog,/servicios,Tablet,Edge,26,0.673,208
2026-05-23,Quintana Roo,CPC,/nosotros,/contacto,Mobile,Chrome,22,0.678,92
2026-05-23,Querétaro,CPC,/home,/nosotros,Desktop,Chrome,61,0.509,163
2026-05-23,Querétaro,Direct,/nosotros,/home,Tablet,Chrome,38,0.351,190
2026-05-23,Ciudad de México,Organic,/blog,/home,Mobile,Chrome,190,0.653,193
2026-05-23,Estado de México,Organic,/blog,/exit,Mobile,Chrome,68,0.586,194
2026-05-23,Tamaulipas,Social,/nosotros,/exit,Desktop,Chrome,15,0.545,150
2026-05-23,Nuevo León,Organic,/nosotros,/servicios,Mobile,Chrome,71,0.571,144
2026-05-23,Ciudad de México,Social,/nosotros,/blog,Desktop,Chrome,265,0.6,150
2026-05-23,Estado de México,Organic,/nosotros,/exit,Mobile,Chrome,61,0.518,153
2026-05-24,Nuevo León,Organic,/nosotros,/exit,Mobile,Opera,96,0.635,105
2026-05-24,Ciudad de México,Organic,/blog,/exit,Desktop,Chrome,246,0.536,245
2026-05-24,Chihuahua,CPC,/home,/blog,Desktop,Opera,15,0.551,150
2026-05-24,Ciudad de México,Social,/servicios,/exit,Desktop,Chrome,226,0.61,199
2026-05-24,Yucatán,Direct,/nosotros,/exit,Tablet,Chrome,30,0.315,173
2026-05-24,Hidalgo,Organic,/blog,/exit,Desktop,Chrome,9,0.425,222
2026-05-24,Puebla,Social,/nosotros,/home,Mobile,Chrome,26,0.632,119
2026-05-24,Nuevo León,Organic,/contacto,/exit,Desktop,Safari,90,0.341,145
2026-05-24,Baja California,Organic,/nosotros,/exit,Mobile,Edge,32,0.585,157
2026-05-24,Ciudad de México,CPC,/contacto,/exit,Desktop,Firefox,169,0.439,132
2026-05-24,Chihuahua,Organic,/nosotros,/blog,Mobile,Safari,16,0.616,150
2026-05-24,Ciudad de México,CPC,/blog,/nosotros,Mobile,Chrome,161,0.734,161
2026-05-24,Jalisco,CPC,/nosotros,/contacto,Desktop,Chrome,67,0.433,109
2026-05-24,Ciudad de México,Organic,/home,/contacto,Mobile,Chrome,190,0.552,145
2026-05-24,Guanajuato,Direct,/servicios,/nosotros,Mobile,Chrome,27,0.468,175
2026-05-24,Nuevo León,Social,/servicios,/blog,Mobile,Chrome,84,0.721,179
2026-05-24,Ciudad de México,Organic,/servicios,/exit,Mobile,Chrome,266,0.528,136
2026-05-24,Estado de México,Email,/servicios,/contacto,Desktop,Chrome,47,0.291,150
2026-05-25,Ciudad de México,CPC,/home,/blog,Desktop,Safari,386,0.464,146
2026-05-25,Estado de México,Social,/blog,/nosotros,Mobile,Chrome,101,0.785,145
2026-05-25,Chihuahua,CPC,/home,/servicios,Mobile,Safari,21,0.635,107
2026-05-25,Nuevo León,Organic,/blog,/servicios,Desktop,Firefox,92,0.437,199
2026-05-25,Sonora,Social,/contacto,/servicios,Desktop,Chrome,30,0.508,133
2026-05-25,Nuevo León,Email,/contacto,/exit,Mobile,Chrome,141,0.45,123
2026-05-25,Aguascalientes,Social,/nosotros,/exit,Mobile,Firefox,7,0.639,113
2026-05-25,Estado de México,Organic,/blog,/home,Mobile,Chrome,78,0.672,197
2026-05-25,Nuevo León,Organic,/home,/blog,Mobile,Edge,109,0.583,119
2026-05-25,San Luis Potosí,CPC,/servicios,/exit,Tablet,Safari,6,0.557,177
2026-05-25,Tamaulipas,Organic,/nosotros,/exit,Desktop,Chrome,18,0.489,158
2026-05-25,Ciudad de México,CPC,/servicios,/exit,Desktop,Safari,273,0.481,179
2026-05-25,Jalisco,Organic,/servicios,/nosotros,Desktop,Chrome,178,0.48,210
2026-05-25,Puebla,CPC,/blog,/nosotros,Desktop,Chrome,59,0.493,220
2026-05-25,Ciudad de México,Social,/blog,/exit,Mobile,Chrome,353,0.814,196
2026-05-25,Estado de México,Organic,/nosotros,/exit,Desktop,Chrome,109,0.414,171
2026-05-25,Ciudad de México,Social,/home,/exit,Desktop,Chrome,350,0.557,138
2026-05-25,Estado de México,CPC,/contacto,/servicios,Desktop,Safari,126,0.51,174
2026-05-25,Querétaro,Organic,/home,/exit,Desktop,Safari,76,0.43,170
2026-05-25,Querétaro,Organic,/nosotros,/home,Mobile,Chrome,74,0.594,143
2026-05-25,Nuevo León,Email,/contacto,/servicios,Desktop,Edge,131,0.404,126
2026-05-25,Nuevo León,Social,/servicios,/blog,Mobile,Safari,141,0.698,163
2026-05-26,Puebla,Email,/nosotros,/nosotros,Mobile,Safari,73,0.524,124
2026-05-26,Ciudad de México,CPC,/blog,/home,Desktop,Chrome,369,0.705,220
2026-05-26,Aguascalientes,CPC,/servicios,/nosotros,Desktop,Chrome,18,0.536,211
2026-05-26,Estado de México,CPC,/contacto,/blog,Mobile,Chrome,119,0.565,145
2026-05-26,Jalisco,CPC,/nosotros,/exit,Desktop,Chrome,151,0.408,126
2026-05-26,Yucatán,CPC,/contacto,/blog,Mobile,Chrome,53,0.591,117
2026-05-26,Guanajuato,Organic,/nosotros,/blog,Desktop,Chrome,39,0.511,193
2026-05-26,Guanajuato,CPC,/home,/exit,Tablet,Edge,33,0.515,151
2026-05-26,Querétaro,Organic,/nosotros,/nosotros,Mobile,Chrome,97,0.582,153
2026-05-26,Nuevo León,Organic,/contacto,/exit,Mobile,Chrome,93,0.449,121
2026-05-26,Ciudad de México,Social,/nosotros,/contacto,Desktop,Chrome,410,0.572,172
2026-05-26,Veracruz,Social,/contacto,/exit,Mobile,Edge,25,0.563,99
2026-05-26,Ciudad de México,Organic,/home,/exit,Mobile,Chrome,264,0.563,149
2026-05-26,Ciudad de México,CPC,/blog,/exit,Mobile,Chrome,286,0.832,195
2026-05-26,Aguascalientes,Organic,/contacto,/nosotros,Desktop,Edge,7,0.259,159
2026-05-26,Estado de México,Direct,/home,/nosotros,Tablet,Safari,93,0.393,181
2026-05-26,Ciudad de México,Social,/home,/blog,Mobile,Safari,245,0.669,121
2026-05-26,Nuevo León,Social,/nosotros,/exit,Desktop,Edge,99,0.586,158
2026-05-27,Querétaro,CPC,/servicios,/home,Mobile,Edge,51,0.553,135
2026-05-27,Puebla,Social,/nosotros,/exit,Desktop,Chrome,59,0.516,142
2026-05-27,Ciudad de México,CPC,/blog,/nosotros,Desktop,Chrome,245,0.606,211
2026-05-27,Nuevo León,Social,/home,/exit,Desktop,Chrome,84,0.548,138
2026-05-27,Ciudad de México,Organic,/servicios,/exit,Mobile,Chrome,263,0.545,169
2026-05-27,Ciudad de México,Organic,/blog,/exit,Mobile,Chrome,411,0.633,163
2026-05-27,Yucatán,Organic,/blog,/blog,Desktop,Chrome,46,0.621,248
2026-05-27,Puebla,CPC,/servicios,/exit,Mobile,Chrome,60,0.648,131
2026-05-27,Jalisco,Social,/nosotros,/exit,Mobile,Firefox,137,0.774,120
2026-05-27,Ciudad de México,CPC,/home,/blog,Mobile,Firefox,361,0.699,117
2026-05-27,Nuevo León,Organic,/contacto,/home,Mobile,Safari,109,0.51,98
2026-05-27,Veracruz,Social,/blog,/exit,Mobile,Safari,21,0.719,208
2026-05-27,Nuevo León,CPC,/home,/exit,Desktop,Safari,123,0.584,112
2026-05-27,Nuevo León,CPC,/servicios,/exit,Desktop,Chrome,116,0.516,175
2026-05-27,Quintana Roo,Email,/contacto,/blog,Mobile,Chrome,33,0.465,104
2026-05-27,Puebla,Social,/home,/blog,Desktop,Chrome,65,0.571,129
2026-05-27,Ciudad de México,Organic,/contacto,/servicios,Mobile,Chrome,244,0.489,164
2026-05-28,San Luis Potosí,CPC,/blog,/exit,Mobile,Safari,7,0.782,200
2026-05-28,Ciudad de México,Organic,/nosotros,/exit,Mobile,Safari,242,0.643,151
2026-05-28,Ciudad de México,Organic,/blog,/contacto,Desktop,Edge,243,0.508,241
2026-05-28,Nuevo León,CPC,/blog,/exit,Mobile,Chrome,130,0.676,151
2026-05-28,Ciudad de México,Organic,/nosotros,/exit,Desktop,Chrome,310,0.409,163
2026-05-28,Ciudad de México,Direct,/contacto,/servicios,Desktop,Chrome,302,0.276,157
2026-05-28,Tamaulipas,CPC,/servicios,/nosotros,Desktop,Safari,28,0.631,160
2026-05-28,Tabasco,CPC,/nosotros,/contacto,Tablet,Chrome,13,0.58,122
2026-05-28,Puebla,CPC,/contacto,/blog,Mobile,Chrome,49,0.622,68
2026-05-28,Ciudad de México,Organic,/nosotros,/exit,Tablet,Safari,413,0.536,181
2026-05-28,Ciudad de México,CPC,/nosotros,/servicios,Mobile,Chrome,400,0.683,109
2026-05-28,Veracruz,Social,/blog,/nosotros,Desktop,Chrome,20,0.504,235
2026-05-28,Estado de México,Social,/nosotros,/home,Desktop,Edge,83,0.548,117
2026-05-28,Nuevo León,Organic,/home,/exit,Desktop,Edge,153,0.369,168
2026-05-28,Jalisco,CPC,/servicios,/exit,Mobile,Safari,112,0.592,129
2026-05-28,Tabasco,Organic,/nosotros,/exit,Desktop,Chrome,14,0.416,190
2026-05-28,Ciudad de México,Organic,/contacto,/home,Desktop,Edge,416,0.335,152
2026-05-28,Jalisco,Organic,/home,/blog,Desktop,Chrome,139,0.332,155
2026-05-29,Estado de México,Direct,/servicios,/exit,Mobile,Chrome,77,0.433,189
2026-05-29,Sonora,Organic,/blog,/blog,Mobile,Chrome,21,0.633,244
2026-05-29,Morelos,Social,/servicios,/home,Desktop,Safari,16,0.54,169
2026-05-29,Chihuahua,Email,/home,/contacto,Mobile,Safari,29,0.605,156
2026-05-29,Estado de México,Social,/blog,/exit,Mobile,Edge,119,0.72,187
2026-05-29,Ciudad de México,Direct,/home,/exit,Tablet,Safari,396,0.374,169
2026-05-29,Estado de México,Organic,/home,/exit,Desktop,Chrome,91,0.324,187
2026-05-29,Quintana Roo,Organic,/home,/exit,Desktop,Safari,37,0.462,183
2026-05-29,Tamaulipas,Social,/servicios,/exit,Mobile,Chrome,19,0.666,137
2026-05-29,Estado de México,Social,/nosotros,/exit,Mobile,Chrome,87,0.754,122
2026-05-29,Querétaro,Social,/contacto,/exit,Mobile,Chrome,58,0.665,84
2026-05-29,Puebla,CPC,/contacto,/nosotros,Desktop,Chrome,42,0.544,136
2026-05-29,Yucatán,CPC,/nosotros,/home,Mobile,Chrome,47,0.625,101
2026-05-29,Jalisco,Organic,/nosotros,/exit,Desktop,Edge,156,0.415,191
2026-05-29,Chihuahua,Social,/blog,/exit,Mobile,Safari,25,0.735,186
2026-05-29,Ciudad de México,CPC,/home,/nosotros,Mobile,Chrome,315,0.565,108
2026-05-29,Ciudad de México,Email,/contacto,/home,Desktop,Chrome,382,0.426,160
2026-05-29,Veracruz,Social,/contacto,/servicios,Desktop,Safari,22,0.496,130
2026-05-29,Guanajuato,Organic,/nosotros,/servicios,Mobile,Chrome,50,0.58,141
2026-05-29,Tamaulipas,Organic,/servicios,/blog,Mobile,Chrome,16,0.651,174
2026-05-30,Yucatán,Social,/blog,/exit,Mobile,Safari,27,0.755,150
2026-05-30,Nuevo León,Organic,/servicios,/home,Desktop,Chrome,84,0.453,221
2026-05-30,Jalisco,Organic,/blog,/contacto,Mobile,Chrome,74,0.622,218
2026-05-30,Ciudad de México,CPC,/contacto,/contacto,Mobile,Chrome,205,0.563,71
2026-05-30,Yucatán,Social,/home,/nosotros,Mobile,Chrome,27,0.656,116
2026-05-30,Jalisco,Organic,/contacto,/servicios,Desktop,Chrome,117,0.343,166
2026-05-30,Jalisco,Direct,/servicios,/home,Mobile,Edge,95,0.453,198
2026-05-30,Ciudad de México,Organic,/home,/blog,Desktop,Chrome,184,0.447,148
2026-05-30,Jalisco,Social,/contacto,/exit,Mobile,Safari,104,0.656,106
2026-05-30,Ciudad de México,Organic,/home,/blog,Mobile,Chrome,207,0.621,145
2026-05-30,Ciudad de México,Social,/contacto,/nosotros,Mobile,Safari,151,0.572,121
2026-05-30,Veracruz,Social,/blog,/exit,Mobile,Chrome,12,0.737,178
2026-05-30,Querétaro,Social,/nosotros,/servicios,Mobile,Chrome,40,0.721,139
2026-05-30,Nuevo León,Organic,/home,/nosotros,Mobile,Chrome,60,0.526,136
2026-05-30,Ciudad de México,CPC,/contacto,/exit,Mobile,Chrome,194,0.616,109
2026-05-30,Baja California,Direct,/contacto,/exit,Desktop,Chrome,33,0.189,178
2026-05-30,Ciudad de México,Organic,/blog,/contacto,Desktop,Chrome,173,0.447,219
2026-05-30,Jalisco,Social,/contacto,/exit,Desktop,Chrome,90,0.506,145
2026-05-30,Ciudad de México,Direct,/nosotros,/exit,Desktop,Chrome,191,0.389,210
2026-05-30,Nuevo León,CPC,/servicios,/exit,Mobile,Safari,74,0.637,127
2026-05-30,Baja California,Organic,/servicios,/exit,Mobile,Chrome,29,0.547,135
2026-05-30,Estado de México,CPC,/contacto,/exit,Desktop,Safari,74,0.487,148
2026-05-31,Yucatán,Organic,/servicios,/nosotros,Mobile,Chrome,21,0.586,184
2026-05-31,Ciudad de México,CPC,/blog,/contacto,Mobile,Edge,154,0.779,183
2026-05-31,Nuevo León,Organic,/home,/exit,Desktop,Chrome,96,0.501,170
2026-05-31,Nuevo León,CPC,/home,/home,Desktop,Safari,53,0.501,134
2026-05-31,Coahuila,Organic,/nosotros,/exit,Desktop,Chrome,8,0.455,159
2026-05-31,Coahuila,Social,/blog,/exit,Desktop,Chrome,13,0.512,206
2026-05-31,Jalisco,Direct,/contacto,/servicios,Desktop,Chrome,78,0.222,190
2026-05-31,Ciudad de México,CPC,/home,/nosotros,Mobile,Safari,223,0.615,135
2026-05-31,Puebla,CPC,/home,/blog,Mobile,Chrome,30,0.541,90
2026-05-31,Yucatán,Social,/home,/exit,Mobile,Chrome,39,0.717,93
2026-05-31,Chihuahua,Organic,/home,/nosotros,Desktop,Chrome,13,0.458,182
2026-05-31,Ciudad de México,Organic,/blog,/servicios,Desktop,Chrome,207,0.454,237
2026-05-31,Jalisco,Social,/servicios,/home,Mobile,Chrome,114,0.716,162
2026-05-31,Tabasco,CPC,/blog,/servicios,Desktop,Safari,12,0.522,201
2026-05-31,Ciudad de México,CPC,/blog,/home,Mobile,Chrome,165,0.685,183
2026-05-31,Jalisco,CPC,/blog,/exit,Desktop,Edge,96,0.631,227
2026-05-31,Jalisco,Direct,/servicios,/contacto,Mobile,Chrome,71,0.406,192
2026-05-31,Estado de México,Social,/servicios,/blog,Desktop,Chrome,65,0.49,175
2026-05-31,Ciudad de México,Direct,/contacto,/home,Mobile,Firefox,208,0.448,150
